name;grade;stars;address;gps;link
Hotel Fertel Maillot;7.4;3;269 Boulevard Pereire, 75017, Paris, France;[48.8781397, 2.2852446];https://www.trivago.fr/forward.php?enc=_q5quKpKzgzHeGoicjz4U1lp14KtcornO6FDNkbdgAiCDm-E97ICQEcT7F6kC15lm0vT5ReyPZfs1F1axcpfbgGz6bUvceZ.bVtfQrpiTGRQTyiKmcMLQ5Er2Et-9AAgd8b0yNnDkupbOxBK.CBia-A==
Hotel Lumieres Montmartre Paris;7.8;3;110, rue Damrémont, 75018, Paris, France;[48.8940276, 2.3368109];https://www.trivago.fr/forward.php?enc=_aN6EM7mdYDWUxfBrbufvO2K0HGSLSBgcDFgt6yB-Pnd68JND7TflG6l4uIlenMT3s4XvPayD-aFmHOcBR1sQqOMhhhGR4mVvlQukD8dw0g60tVZy0e8Ezc-f7o1mZFW.IOB0fq7x7y6lBDJ4HDgwfZ6Bkw==
Hotel Apolonia Paris Mouffetard Sure Hotel Collection by Best Western;7.7;3;56, Rue Mouffetard, 75005, Paris, France;[48.8432172, 2.349469];https://www.trivago.fr/forward.php?enc=_UwzyQI0ySBMwC9aqxc0tk5-DxbEGrVFbptA7jB5RbMrIA-HMJqVfwR6GKKN6RLxYX9Unaw.jA6Wc64-f1JCS6IcKynm9Sw.xjy7u6z9ivdmB-r5FXQENJYZNAviFqaNViJ09Vus8lS0kMcGTKVOZuEsuMZqqObR8CHcNXLPJYe.-.rs=
Ibis Styles Paris 16 Sud (Opening July 2017);8.7;;19 AVENUE FERDINAND BUISSON, 75016, Paris, France;[48.8364043, 2.2537826];https://www.trivago.fr/forward.php?enc=
ibis Styles Paris Gare de l'Est Château Landon;7.6;3;1 et 3 rue de Château Landon, 75010, Paris, France;;https://www.trivago.fr/forward.php?enc=_dCLsMl6D823x6kQvT4PymrQHKpzO.pqPgXr3ctcPgnkkVHScV7MbaMRYBPw0pVsadvxbjjNBquPtqkDtoTsid-b7Ukgz9ZAuICqB077ncmVPA4atQNVpOfxQuJvHZiZRxKJPlYv024asC2rc7ZUGJtw-MRH2N9gflCoBYhXgvpQOos06o02avvTsNHp09QCRtxPYoyy-1b54tfoL-Y3Xmx7rJyO7GsNfCojwN0V5f5-Il7d7fcfdwC1-THL6S4JQTj9mRsnt4dJNHdahzY1NGy1YmWhCi3NXJz1Za63zHHy.nD5BkF62b0Z6.hRGlOzfulKv1XWpdZdbBlg3--ax8wjq3gQ=
Hotel Novotel Paris Centre Tour Eiffel;7.4;4;61 Quai de Grenelle, 75015, Paris, France;[48.8496595, 2.2837038915934476];https://www.trivago.fr/forward.php?enc=_6s-Gz24EQzR25Yiogimq624MO8SRc6j13CQVDdeylVIo3tZ3NRQSB83lHWmDa2Xv35skkCUn2jbOd4Lmm-w92JNU.ZbvQPx5oVJX2oWDWvrdUOUChP6riZe4D40oygYAvA0Df307fK7GAX1xfV2.PFhu9JSXuH8R05jOLX2-QC-iQ2kS1qyCQXd06Vpm17gaD9iRIMh.aCzt-6Jt0xoemtqV8G2D46zzoLv1bEk7v0UMtmb.z-yE87438dGdGSHBCPv8jxMXB7NYtf5tVxvpTdX9X26x0uTNimrQKPU662zZHw3cZ0ek8nccZp1Ig9ezgsK20yY5jwvae1acVj4-pgbYri9qGA==
Hotel Mercure Paris Centre Eiffel Tower;7.8;4;20, Rue Jean Rey, 75015, Paris, France;[48.8553642, 2.2922576];https://www.trivago.fr/forward.php?enc=_djrUrhn5Vjk7OYt3fsH-T3UJeOcZti-KTtwqJSU1fRdzxf56r.tm11mX1dggbm7GXLhOdJydfRJLi--gCvTIxd4XBbHczh4D-XKUjG2wyG97MNz8567AvwXW6loj1Uz-9HPQbe4oqU8Tx9IgWngiSF.iK7JKn74XQJabGIZWhWkSECMnE7VHL5bru3N0MvuKRm0bKYB2QQweR9Ez674aj0sul7PBl8ZJy9vyCsyrhG4Qd57q.l262VT1oF-9CXHDrozBuClWaLZcbUR.FbPEeE.S60Bpgq024mHfD1ed9PjpfEBLeydHOT94RbRbcn.BX8y4PaB1TfckAZlIuWnpTXozeq4=
Ibis Paris Eiffel Tower Cambronne 15th;7.1;3;2, Rue Cambronne, 75015, Paris, France;[48.8472571, 2.3013183];https://www.trivago.fr/forward.php?enc=_cF5X2kJvKtHbUTFVuri2UtLWAcuHygy4iF4uHuAKSfDs38lhwpUHmyL7hWmg-bfgIPex.fsziBFglO8OcidiwjLGX1fjYWaNLBRVV8rM4AT3Fu-SQxZViD5g2ffJdwuHHlxLw7MUG4-xpB-lY8rfALN7SHDM--xx15KfoeG8KZ-aBHzyOF5ic.UlWeKgT.KFEGakUenViOWHOw51s8bKiX-xuqI15IIkJ5klyFoeQNsk43OGHhU9ONq5jq1PUnyKNDvtz92urKHUVyHnlpTlhaNZOWL6eLVf2yMZrUi0-lUNo8lBZ5rB0KduwdBbsNXEKqha4FhIYq33TtrI8DTXtXbSBEQ=
Hotel Novotel Paris 17;8.0;4;34 Avenue de la Porte d'Asnières, 75017, Paris, France;[48.8917846, 2.3020214];https://www.trivago.fr/forward.php?enc=_oP-kfezB-JP5W1a1n9uxrIrrEoE0r4pKI5xHBG54TzrF6P87ngn3oZ3pa3BgqLQ3mTDQpEgisu-fzqQaoZrPeTxIj-0-Li8GFqshaVYjp7phf3-sf3XcJlZSZpmwAR0kvgE3Wjo7mnh3FuoO71o958teRdSgcNPNQ43bzW7OToSnLm7g1fSObmpdUGXqJDMusEn.exh7VNowWq8Pi4AeMbQ7FojKVKBqBdle2emDfAITOS96RYFh.WANl.Oz76ME0BsDH2Di0w4vs-XCaY9D.BTanN7Lvb0pKnKV6UTmHt3KyD9JBWQMajg6ir396CkqMnJAczfMdpyWlGLpHNQeI-A4oas=
Comfort Paris Nation;7.5;3;12, Rue Léon Frot, 75011, Paris, France;[48.85369785, 2.3882069649034223];https://www.trivago.fr/forward.php?enc=_eXEvPs9UUovcu-U6.hjQ6V4L4gZ5IktY4GaP7dblryHbabUx3WKDBXJwtBim6c46EP8R.a.fPNlxm4DnvFuip52F81fGEl1eTQCth5T4LDIOte6DkDL42waGeK85c6NUhWS7tEvO131iJX9.1CPInBHtTZJmGX-o
ibis Paris Gare de Lyon Ledru Rollin 12th;8.1;3;41-43 Avenue Ledru Rollin, 75012, Paris, France;[48.8474944, 2.370415];https://www.trivago.fr/forward.php?enc=_h-FP4wA6dWRLi6RaGKdG-XvKNIXveLh.77PgafrSMFpQyCrHs7ioFEBIdo71qv.fHqnjvpAaaKTxtJk-h8hKm3HZ3H2XnvfTUE3nbm-.Z.8uEE.O0pMT58kw-pYInZvQrnfjnE9cxu.JQkVG7Bzh5D.gYgAvmVkZRfWijAIBbn57ahm8p55hD3b2Dj8eQ6baG-TDB1l-W2WCsg8NjAmdv3Q91mY46n.ADTz0uFJuOmy0XTS7JRKJSj0.zsn6V4gvK1DyaFyh71OAs4EuJVgZD-ayvVciSpZwXmARrrtIiYgs3mLxAv1.LdiFHhLk1j6yaAvwOv3Z9ONq6EkYgGr1GBLjoA0=
name;grade;stars;address;gps;link
Inter-Hôtel Lecourbe;7.4;3;28, Rue Lecourbe, 75015, Paris, France;[48.84459295, 2.308653147717801];https://www.trivago.fr/forward.php?enc=
L'edmond;8.4;4;22 Avenue de Villiers, 75017, Paris, France;[48.8821707, 2.3131889];https://www.trivago.fr/forward.php?enc=_2oRCWD1cb2.9VVhAEA3-NGnx9cJ7TSyMTj9IEGPkNCdJP983-4haccc9O5UplPtnEGuKy4W2LU1JiQJ95JalR6sY66RosJLc7S6LpAEDOnOfCJfqNG3nnS9UzdjFCxxfl0s4IoLAri9socIs8HYNvm.V
Citadines - Tour Eiffel;8.3;4;132, boulevard de Grenelle, 75015, Paris, France;[48.8488275, 2.2980171];https://www.trivago.fr/forward.php?enc=_aobTMnXZXkTo7uO3erlN8R5qcyiTdEK5cpUlN8d9m1LRI6Eozk47S6QRZF94iOa889-q9ocC.nbxHePXLbEJqfiNLTDJYO7k-5DsKx84vJaTcTOZ1aCyIz2ieL4PcvahDM2-fi7GLvICpyD95EfkQEGphSo6J2PR5ciYzPxIKJuPMflVlevPEB.pLgbMu2zmv1I=
Pullman Paris Tour Eiffel;8.1;4;18 avenue de Suffren, 75015, Paris, France;[48.8558607, 2.2933029];https://www.trivago.fr/forward.php?enc=_EUCTTtYobMv0CYTqJlVpWwl6lNzRcAtYJNsxRw9uFk1LMZb4ZkjKzfxFcQCb9tnN8YiFbmQfVX2338cDI851hvKjnDTHBYoVOXQ1BVopquDxlqkaES34rfkNANYU2jVtfYTAjTeK.XEQ0FzvOozNj48TllURrP62R19EeQhH3wYDWYbqXcpbunkG9.tYVShAvnys3CxbnrWaxdTvHJZR9uy5b37xm5z4cN7Z8DdTBcOyJXgwKJ0iDWpiIo2T.VM5FgA-Gxy.dy4eKqGsowudSptdb7.b0hfIk1g5zRdENhNKvAHpBiKUmU-ayfK2WAInSVg1OSDbjlyHQCHW6kKfNyxT5.E=
Novotel Suites Paris Expo Porte Versailles;8.9;4;4 Boulevard Brune, 75014, Paris, France;[48.8275202, 2.3046144439262477];https://www.trivago.fr/forward.php?enc=_Xl1pXHlvZon7wr.5I95-Fj-JcOef5qq26PFmKA-hcGOoj57AZTVc4E2OPjyUQiLmM.WARVDVGvoxpYu7oVnVJxsmLMcZ7sVnOkxlzEcPazcXwLjiDZDk8RWd.cojry.Z.z0HQ8VCFiOvOkRCBKf32mByluzx-R5ihLpi1NMWy5d2GeSQEctBFn0xgxizAKAOPOVyfssmcoCL59NrZ2rv5KMF9frsYeKW2bSKhrCAwwrytteaqMA.K1943ncaMsGTuWox0qPmjCsyPz8zOqhPsfu5D0Eqjtj7y3AiuRypvgjX83mjKadMm-hnXjv9XrKC4qx7Jbp0CbgMM0IEOELfC8W7jeu6HQ==
Hotel Citadines Didot Montparnasse Paris;8.1;3;94, rue Didot, 75014, Paris, France;[48.8280046, 2.3153839];https://www.trivago.fr/forward.php?enc=_y-K-Ayur0FZ4QFWM66Uo63XVTPWDZsH05vEkp1tLOeoKmzbUwG9FDhd5w5x8LeJ7jZ6vCQfKGegDYnyrSqvQeJCeI4-GHUBDs9lM6L6nkSc8yz71Qv7nhaJRqA02fifmD.yab5vf5vJ2BbQ1hOztnNJYZALNg8smiePh29h-xRjgk8LrLkU4hqzUnVvlNp2BcrW3QszMu9Kl5w==
Amiral Hotel;7.4;4;98 avenue d'Italie, 75013, Paris, France;[48.825296, 2.3572182];https://www.trivago.fr/forward.php?enc=_5NaycMORTfQygug6D7jLDOF7UfUuHcSLvVc467v2igyPl.bOamTNF-V1FuAA6rgNcC-oPrEL3YUkpXQl5JRt422IsES6n-9d5SQ5p1iLbp5T93r9EHB0gPP4f0Ru.E97YYdMGd.kk9k1zV0fDOG87MWu
Hotel Le Compostelle;7.8;3;31, rue du Roi de Sicile, 75004, Paris, France;[48.8565174, 2.3570789];https://www.trivago.fr/forward.php?enc=_rhb0Cl4jsmZSkciTySazBMlSqvu.cH62zy6YBl8uz-6BrR2OCEP-Fs6auzhsqvqiwNihKQn9AF09zd0NPzyhUTDhsRVPf6NWTZqwuSC2ffiog92z9nlCeJax2K6vY11EF7vvmOo9cU86BZ5gdN9DsQ8TasfNleSGrjk=
InterContinental Paris - Le Grand;8.8;5;2 Rue Scribe, 75009, Paris, France;[48.8707377, 2.3302414];https://www.trivago.fr/forward.php?enc=_eAQgs-4Yvd1iLVgMEcgIoWrE-1qdivfQNyjVaTFcXuYV1uzMFqTlny9.96.0mlM2PAYAaC.kYsaIggZe699gTQx8j15tBB7yPXGvFyqPPJDbLuSzdGvpg5cu4GjsF8vqGc1QCeTjCsCnNt7ufEGHIqgF3lwamFy7Mws8bpvGP1boN-.p0PAXaWNlnZ-XeKVumuha1d4xOmvuUjq2tBoKOUwGkbSZshqMvhvFf9bMMrbDLbxpXPlhmQa1hl5SJDhXzwoI-pxirPdIbxjap4m0zFneDA2kd2EaRwOOWJv6fYZyxNru7y1O14xMBQimxckn3dwf
Hotel Chatillon Montparnasse;8.3;3;11, Square De Chatillon, 75014, Paris, France;[48.825693, 2.3232061];https://www.trivago.fr/forward.php?enc=_NtnCpV1mj3r7dXSDvI-4H.siFK-ZAs5D08SxrQ8MRCWMxv.tFVWbuvybDJdqptcDT0vmfAD9b36D1cn-IMBUEtYe2-QiZaDpmf.dtD9ipa6BQucqPaJyc8H3f2LoVM8GVnLF5CY4jtvPtP-RFrJhS8njCAvkJDc8bWxTuFRBMk2818sNxm94XqD.68Wd3MYaqaWvHzSHq9bnUBOEoPtbPT54Pd243M96M5AveZ516KCDxoRk-v7r29f2KfJLMi48OYPazCNZb15iMiM9zJh5g769zm4TwaxYek7E5BpJJ5TF13SVEa5XbrBsYjJtzbOAP5oNleJ8skfJduFjiJY=
Le Metropolitan, a Tribute Portfolio Hotel, Paris;8.2;4;10, Place de Mexico, 75116, Paris, France;[48.865643, 2.2830615];https://www.trivago.fr/forward.php?enc=_apD-.MwbOcR2ybcnJjGTm4fK90N0.sxXwE2H14pXC3XTULo8.mjTbOFLGiqhk62fclAnNuH.y2-9WWTno.3vDafGddc5M79sS-Riy8JTS2KUonEa3X4adRoQpyFTJ489IuO.hzWljnLkCaeOApDvztXPNMRR0KXaLF0O4OPQeV8A7I9RAIwKfmFafCVU.xyUeyxoUYl-PMXRzm5u.nuP-o9JYz5QOEYUoZp8Yq04NzG227YCxI.32Q==
Hotel Pullman Paris la Defense;8.3;5;11 Avenue de l'Arche, 92081, Paris, France;;https://www.trivago.fr/forward.php?enc=_0JHpJdZKzedqq-5ZZkgeKiyFZVnTocBqVT82Pb.E-Hs6Arl3RePHVe0LHh6HqaAYc6zYkMc75O8nv-k0IlJNnPUZ84BObBNmOTniIQ9lU4TeOegormhwYGzhkNa7zNhDaC5Hvgmo-QEbY2jsNWtIDWqbuRMZPIpDtpbuVcqpG7AYOTj.XaZ2kGfj3VSN2comLWwFVAvVOfZjVUvngsUexHF.Dbxb7X7mQTpUqwehX7gWzeWWXBj.PYl7reU1mU4Z-2PVGRTkN3N4VDXILEO5I4SK1U1Vf0jmj02E4wGoQiBh-.6BkjUYVviHC9AVooZ5g6Ml1gMvA6iOtzHeDyefuMvkUqI=
Best Western Premier Trocadéro la Tour;8.0;4;5 bis rue Massenet, 75116, Paris, France;[48.8588073, 2.2788311];https://www.trivago.fr/forward.php?enc=
ibis Styles Paris Nation Porte de Montreuil;7.7;3;36 Rue De La Croix Saint Simon, 75020, Paris, France;[48.855097, 2.4094641];https://www.trivago.fr/forward.php?enc=_XiH5NrR907Peo6ysNKwt1NcTEzY2-D0m3UhQ-KsX9yI2GYoA-mRWPJnbxNuhkXTJVi.g2Zbffmd3-KDypAGr7XGRUT3P-.IhcBa0j8Zuoxmn3JMaIpIwh8lCZLqNVRhww0XhkCImv2UlBv67z6Bn8Ug.Q7bQYvB5XLqWiOsGHgtc7lyq7nLzdg7P4tpt6CFect-Jbz8ZTtpCqmEsoRnXWltIyNVR0258i92wN8VQ3J3pEQodDlbBC.hMWhQi3FO7h77ivpp8C3BrLfQXCBuMWytDIVPn8iI7pJKvrDsAQ7fb2ARDvzU.3eEDcnhgZ-ett0lLD3PbsRhZs59hDKA3oSlMmoEuTQ==
Hotel Mirabeau Eiffel;7.8;3;35 Rue Sebastien Mercier, 75015, Paris, France;[48.8440604, 2.2796742];https://www.trivago.fr/forward.php?enc=
Jean Bart;7.9;2;9 rue Jean Bart, 75006, Paris, France;[48.8476259, 2.331081];https://www.trivago.fr/forward.php?enc=_9cVE-96XfhSNdu06v5EGURHGKpTEwl7KD8PClLMHfWNiKVsxn32BPLpIKJq3d0XwDeGIP6UK2qzYjX6IVdMMxx56RyI-2ew94XjZcvOzbrNyK9KbPHLLIPLo3xRsjbMCXGnUHs3fv6Yxg9UMlFQhPNA2FOs=
La Villa Maillot - Arc de Triomphe;9.2;4;143 avenue de Malakoff, 75116, Paris, France;[48.875555, 2.2836747];https://www.trivago.fr/forward.php?enc=_GRpEmfKi089Gs-rkrBQfhjGCOS-Wx20fRXCutvE9BkDKszRcve-1ND8vxy4hhn0GimapX0.i16snVjSNjb0WJLUeR66IHyb4ph4zpYTh7Eoorx2MRUudSf4WaI.9TpZVQZgJoSlwH2-3SEfYxS7dUvq-
Aiglon;8.6;4;232, Boulevard Raspail, 75014, Paris, France;[48.8395777, 2.3302123];https://www.trivago.fr/forward.php?enc=_n737t7jPkIufaFD55fALitjbkgpWkx7-.-iz-DKODQ00yh48lA3w9NK7gfyZEjB4cyuTVf826T4.AOCCKP2-hiM3lMfJPY.e9jPm0Q8ErltuXY5Cjqwf.1OMKMyfPgk0rhXIhVZZ6Ncd6OoBj0H7IDdE7OTM4l9EJsgsIqu-mw==
Hotel Liège-Strasbourg;7.7;2;67, boulevard de Strasbourg, 75010, Paris, France;[48.8737856, 2.3565458];https://www.trivago.fr/forward.php?enc=_J39edehi8uYUxmm2rMsGSR7SImX-WNok7CKK.EEQ9IP4uVx-SbbeznaN1B08K7cge4LqepZ36EVldbmsCTcOSM9S4gdl0ojwpc6ij3nWWAqFA7.-raZIdD5qiWNZZenOeqd-Ghauw8fUt3IG5TuAewgCXLA54fZOXZSDxoTNNHALWLsq
De Nice;8.1;3;42 Bis, Rue De Rivoli, 75004, Paris, France;[48.8561374, 2.3573818];https://www.trivago.fr/forward.php?enc=_CJr.HBbX8HBAezGGFCD3bQQ2t-omiD974RP33UJ2wk-MxoVFeKF9sKR66gK6UKKz7IUAwfz7NRDQjJqv8QxBP-j1Q8jsS0O7KHBElv3B70fqJR10OLWIZjHA9NFB7CaV-FACGRywOyYFRbHCT-TRCbMe
ibis budget Paris La Villette 19th;7.5;2;57-63, Avenue Jean Jaurès, 75019, Paris, France;[48.885837, 2.3818823];https://www.trivago.fr/forward.php?enc=_TPjf05Qo.PqHEM6t5X8QFvbSPu.ZbQ83-AR7KQe7J4dBUyWx7M1.48DD1hZ0pdRmkmMWhDXSyN9E5pO2P52mJXvc5DT6K-h5QNtmEEdoDeHE.Ptx2dZDY9ZW2kjCsQ5Hl62VRzRamR8ynLrBOEPDjvMACWxDwP8qwbPy03pySqtuY.Q3GlDkWQolupV2ctwVyvDbeEoSjsfCA3xW2Jmn77ZNCNF6-Ju2qoS0mQu3F95.PxIoZfCyY97P-QurZzPRaieYYPYcj.wrVftWJJWcs2zu6yYu.D1dYk5cfHxi.7TS3vWE6YDtm5yVyNCcyxeBnj7KHAnS0lS7kZuvRjbaq0klOLOA
Hôtel Place des Alpes;7.8;2;2, place des Alpes, 75013, Paris, France;[48.8321363, 2.3588778];https://www.trivago.fr/forward.php?enc=_fhni5.s8m1rGRWCKmlgU18ro4ybfuTG9BSXMk2.v9k5N80-ta4T9howoOb2ikeGi5hRWnrgnKPDRhQbjEbum3G-E5ZxGH6-0vcW3NOdsjU7S7zm-nK07rp5TmfZWijkfh5fKYAgoUSmOjsn3MqYc0RZd.qXJBGlc
Porte de Versailles Hotel;8.0;3;11 Boulevard Victor, 75015, Paris, France;[48.8351584, 2.2825386];https://www.trivago.fr/forward.php?enc=_r.QNK89oKeagxqmxW-Bwn5otk36W7QbE8sZSjou42MXJiKVFHYwWYfttbQA6gfaRim9ush8.pVXSaZZ9mQZc1yQsjckxbyObvKDfhmKjNG92m8yedlkSApKX9ndrIVnxNvcMdX47IT.VYMEUikK2sP3AkgbAVJf0AJe3zqE=
